Highest Charting Position,Song Name,Streams,Artist,Artist Followers,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence
174,Anaranjado,"4,575,403","Jowell & Randy, J Balvin",2919696,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",66,0.763,0.58,-6.196,0.144,0.0466,0.154,0.608
111,Reggaetonera,"4,564,331",Anuel AA,18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",69,0.694,0.796,-4.164,0.0565,0.48,0.108,0.515
5,Sour Candy (with BLACKPINK),"4,556,900",Lady Gaga,18585963,"['dance pop', 'pop', 'post-teen pop']",70,0.752,0.87,-3.812,0.0623,0.0604,0.489,0.784
113,Rags2Riches 2 (feat. Lil Baby),"4,547,965",Rod Wave,2203386,['florida rap'],60,0.874,0.443,-9.628,0.241,0.147,0.124,0.298
31,Bandit (with YoungBoy Never Broke Again),"4,514,763",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",81,0.474,0.631,-5.884,0.343,0.0687,0.132,0.425
117,PAM,"4,501,441","Justin Quiles, Daddy Yankee, El Alfa",2897862,"['latin', 'reggaeton', 'trap latino']",73,0.889,0.863,-3.011,0.0757,0.289,0.0798,0.776
43,Lemonade,"11,373,347","Internet Money, Gunna, Don Toliver, NAV",412466,"['pop rap', 'rap', 'trap']",82,0.799,0.66,-6.153,0.079,0.256,0.111,0.471
145,Frühstück in Paris,"5,440,253","Capital Bra, Cro",4093115,['german hip hop'],56,0.744,0.644,-5.562,0.0641,0.229,0.204,0.577
22,ON,"5,391,018",BTS,37151476,"['k-pop', 'k-pop boy group']",77,0.583,0.817,-5.146,0.0987,0.118,0.338,0.438
106,My Oasis (feat. Burna Boy),"4,887,204",Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",69,0.691,0.474,-8.742,0.0583,0.569,0.099,0.381
8,Life's A Mess (feat. Halsey),"4,883,202",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",74,0.63,0.446,-8.9,0.0351,0.337,0.166,0.177
56,PORFA,"4,702,117","Feid, Justin Quiles",1251372,[],0,0.843,0.549,-8.018,0.164,0.0948,0.155,0.542
177,2012,"4,685,894","Bausa, Juju",961181,"['german hip hop', 'german pop']",62,0.805,0.619,-7.907,0.0771,0.218,0.114,0.476
11,august,"4,586,236",Taylor Swift,42227614,"['pop', 'post-teen pop']",76,0.532,0.623,-9.208,0.0331,0.538,0.0925,0.403
188,if i were u (with Lauv),"4,561,189",blackbear,4272745,"['electropop', 'pop', 'pop rap']",64,0.666,0.628,-5.613,0.0623,0.144,0.189,0.767
37,Ballin' (with Roddy Ricch),"4,436,934",Mustard,881797,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",80,0.809,0.545,-6.678,0.0735,0.392,0.151,0.244
72,Stay Gold,"4,405,338",BTS,37151476,"['k-pop', 'k-pop boy group']",73,0.723,0.634,-5.415,0.0542,0.0892,0.0787,0.582
186,I'm Yours,"4,391,666",Jason Mraz,6167871,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",80,0.686,0.457,-8.322,0.0468,0.595,0.105,0.718
136,Youngblood,"4,390,823",5 Seconds of Summer,7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",80,0.596,0.854,-5.114,0.463,0.0169,0.124,0.152
8,the last great american dynasty,"4,389,670",Taylor Swift,42227614,"['pop', 'post-teen pop']",71,0.686,0.662,-8.505,0.0413,0.467,0.109,0.706
151,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],"5,254,969",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",62,0.808,0.655,-7.34,0.139,0.0373,0.208,0.56
10,my tears ricochet,"5,111,416",Taylor Swift,42227614,"['pop', 'post-teen pop']",71,0.456,0.263,-10.63,0.0332,0.806,0.0749,0.111
59,Rags2Riches (feat. ATR Son Son),"4,737,306",Rod Wave,2203386,['florida rap'],55,0.904,0.26,-17.57,0.101,0.277,0.121,0.231
79,Flex (feat. Juice WRLD),"4,664,281",Polo G,4849204,['chicago rap'],76,0.752,0.673,-5.792,0.153,0.0538,0.133,0.35
77,Rover (feat. DTG),"4,488,631",S1mba,46992,"['afroswing', 'social media pop']",73,0.613,0.624,-6.66,0.206,0.496,0.283,0.804
74,Only You Freestyle,"4,480,780","Headie One, Drake",328877,['uk hip hop'],68,0.68,0.826,-2.561,0.27,0.562,0.254,0.804
55,Hallucinate,"4,472,669",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",72,0.627,0.69,-5.396,0.139,0.033,0.0742,0.627
100,El Efecto,"4,466,143","Rauw Alejandro, Chencho Corleone",6096559,"['puerto rican pop', 'trap latino']",76,0.849,0.781,-4.635,0.159,0.406,0.0801,0.893
176,Coño,"4,462,411","Jason Derulo, Puri, Jhorrmountain",9778632,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",69,0.899,0.528,-5.442,0.181,0.000554,0.105,0.456
126,Jolie nana,"4,449,437",Aya Nakamura,2953525,"['basshall', 'francoton']",69,0.813,0.64,-5.908,0.272,0.269,0.131,0.488
189,Lovefool,"4,439,790",twocolors,36369,"['edm', 'pop dance', 'pop edm', 'tropical house']",79,0.677,0.766,-6.896,0.0568,0.0219,0.129,0.198
17,invisible string,"4,424,118",Taylor Swift,42227614,"['pop', 'post-teen pop']",71,0.653,0.452,-11.143,0.055,0.838,0.108,0.45
118,Higher Love,"4,392,936","Kygo, Whitney Houston",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",79,0.693,0.678,-7.159,0.0324,0.0151,0.101,0.404
185,Como Llora,"4,380,308",Juanfran,117894,"['dominican pop', 'pop reggaeton', 'urbano espanol']",67,0.827,0.629,-3.966,0.185,0.183,0.084,0.486
50,Walk Em Down (feat. Roddy Ricch),"4,371,370",NLE Choppa,6608815,"['melodic rap', 'rap', 'trap']",74,0.867,0.744,-5.171,0.227,0.268,0.0713,0.645
74,Wow.,"4,351,784",Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",80,0.829,0.539,-7.359,0.208,0.136,0.103,0.388
13,mirrorball,"5,564,072",Taylor Swift,42227614,"['pop', 'post-teen pop']",70,0.553,0.413,-10.037,0.0334,0.687,0.0594,0.379
15,seven,"5,459,423",Taylor Swift,42227614,"['pop', 'post-teen pop']",69,0.596,0.488,-10.769,0.0274,0.9,0.091,0.415
18,this is me trying,"5,128,412",Taylor Swift,42227614,"['pop', 'post-teen pop']",70,0.515,0.476,-9.843,0.0328,0.314,0.171,0.412
24,betty,"5,112,180",Taylor Swift,42227614,"['pop', 'post-teen pop']",71,0.593,0.377,-8.761,0.0253,0.6,0.0976,0.502
157,BLIND (feat. Young Thug),"5,074,613",DaBaby,7601122,"['north carolina hip hop', 'rap']",69,0.709,0.679,-6.503,0.346,0.0115,0.0971,0.754
20,illicit affairs,"5,053,658",Taylor Swift,42227614,"['pop', 'post-teen pop']",70,0.559,0.31,-10.445,0.0338,0.881,0.106,0.46
170,Freak,"4,736,059",Doja Cat,8671649,"['dance pop', 'pop']",75,0.688,0.716,-5.702,0.0385,0.0969,0.0989,0.373
180,PUNANI,"4,625,985",6ix9ine,6514102,"['emo rap', 'rap']",58,0.841,0.541,-7.121,0.229,0.0186,0.123,0.42
50,Bläulich,"4,599,408",Apache 207,1674348,['german hip hop'],60,0.79,0.704,-7.935,0.417,0.069,0.113,0.212
170,Never Let Me Down,"4,522,005","VIZE, Tom Gregory",141016,"['dance pop', 'german dance', 'pop dance', 'slap house', 'tropical house']",61,0.758,0.848,-3.84,0.0457,0.21,0.114,0.706
16,Savage,"4,510,218",Megan Thee Stallion,4794212,"['houston rap', 'pop', 'pop rap', 'trap queen']",75,0.843,0.741,-5.609,0.334,0.0252,0.096,0.68
29,mad woman,"6,796,343",Taylor Swift,42227614,"['pop', 'post-teen pop']",67,0.592,0.699,-8.995,0.0471,0.655,0.114,0.506
33,epiphany,"6,085,522",Taylor Swift,42227614,"['pop', 'post-teen pop']",66,0.354,0.267,-13.69,0.0281,0.731,0.0858,0.113
41,peace,"5,943,851",Taylor Swift,42227614,"['pop', 'post-teen pop']",67,0.647,0.272,-12.906,0.0916,0.918,0.0918,0.339
140,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),"5,768,616",A$AP Ferg,3037935,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",61,0.808,0.676,-4.902,0.223,0.0618,0.11,0.0763
141,Sie ruft,"5,752,169",Apache 207,1674348,['german hip hop'],59,0.819,0.507,-7.336,0.0881,0.482,0.105,0.634
144,Tilidin Weg,"5,674,945",Bonez MC,1683006,"['german hip hop', 'hamburg hip hop']",60,0.882,0.526,-8.553,0.237,0.118,0.0835,0.182
149,Over Your Head,"5,534,361","Future, Lil Uzi Vert",10491105,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",59,0.773,0.742,-5.453,0.162,0.00198,0.558,0.35
47,hoax,"5,375,944",Taylor Swift,42227614,"['pop', 'post-teen pop']",66,0.662,0.181,-15.065,0.0415,0.966,0.133,0.429
25,Blood On My Jeans,"4,978,899",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",73,0.868,0.55,-6.417,0.226,0.183,0.109,0.464
171,Narrow Road (feat. Lil Baby),"4,828,004",NLE Choppa,3372385,['memphis hip hop'],64,0.614,0.553,-8.225,0.169,0.0306,0.203,0.161
26,Amarillo,"4,695,091",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",73,0.641,0.857,-5.725,0.301,0.013,0.0695,0.961
179,Singapur,"4,661,170","El Alfa, Chael Produciendo",1779640,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",69,0.853,0.909,-2.473,0.229,0.0522,0.129,0.803
42,Tattoo,"4,588,064",Rauw Alejandro,6096559,"['puerto rican pop', 'trap latino']",78,0.848,0.637,-5.132,0.156,0.0413,0.0521,0.698
86,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)","4,583,475",Ty Dolla $ign,3866304,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",71,0.818,0.598,-5.948,0.113,0.0573,0.634,0.331
33,Morado,"4,561,936",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",71,0.881,0.696,-3.838,0.0797,0.137,0.0927,0.781
101,ocean eyes,"4,476,954",Billie Eilish,1251372,[],1,0.358,0.372,-7.664,0.0464,0.81,0.0877,0.16
82,Lion King On Ice,"8,293,983",J. Cole,14103694,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",64,0.732,0.663,-7.616,0.192,0.0819,0.115,0.227
147,Andere Welt,"5,600,868","Capital Bra, Clueso, KC Rebell",4093115,['german hip hop'],60,0.692,0.764,-5.233,0.113,0.574,0.106,0.564
163,TELL ME WHY,"5,056,986",The Kid LAROI,2238190,['australian hip hop'],71,0.6,0.723,-4.928,0.158,0.109,0.167,0.463
37,Stay High,"5,047,752",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",75,0.745,0.5,-6.184,0.135,0.439,0.0943,0.433
161,What Makes You Beautiful,"4,966,428",One Direction,22536304,"['boy band', 'pop', 'post-teen pop', 'talent show']",82,0.726,0.787,-2.494,0.0737,0.009,0.0596,0.888
174,Shit Changed,"4,823,401","Ufo361, Sonus030",1700759,"['german cloud rap', 'german hip hop']",52,0.824,0.528,-9.236,0.175,0.144,0.104,0.32
35,Tell Me U Luv Me (with Trippie Redd),"4,798,078",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",72,0.66,0.76,-5.726,0.0787,0.291,0.632,0.394
27,Bad Energy,"4,761,155",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",72,0.654,0.452,-6.36,0.0439,0.17,0.114,0.532
24,Titanic,"4,687,464",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",71,0.567,0.545,-6.668,0.0448,0.168,0.112,0.234
31,Skechers,"4,669,248",DripReport,92356,['viral rap'],73,0.903,0.327,-9.727,0.0877,0.26,0.108,0.274
47,The Bigger Picture,"4,629,083",Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",70,0.59,0.618,-5.756,0.334,0.0127,0.244,0.153
195,Story of My Life,"4,628,772",One Direction,22536304,"['boy band', 'pop', 'post-teen pop', 'talent show']",81,0.6,0.663,-5.802,0.0477,0.225,0.119,0.286
196,Hit My Line,"4,621,205",Logic,5449291,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",60,0.62,0.786,-5.22,0.167,0.143,0.46,0.679
10,Party Girl (Remix),"15,129,295","StaySolidRocky, Lil Uzi Vert",150587,['melodic rap'],62,0.752,0.375,-10.157,0.204,0.533,0.175,0.591
43,Up Up And Away,"6,229,316",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",72,0.661,0.665,-6.356,0.053,0.538,0.0981,0.486
46,Man Of The Year,"6,223,001",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",73,0.621,0.695,-5.124,0.0911,0.00584,0.086,0.298
36,Fighting Demons,"5,946,573",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",70,0.707,0.67,-6.328,0.257,0.0813,0.098,0.235
49,Can't Die,"5,777,859",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",71,0.652,0.671,-5.89,0.0756,0.0222,0.107,0.274
44,Screw Juice,"5,394,197",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",69,0.595,0.528,-7.371,0.0935,0.082,0.142,0.515
129,Past Life (with Selena Gomez),"5,228,433",Trevor Daniel,632097,"['alternative r&b', 'melodic rap', 'pop rap']",47,0.575,0.543,-5.062,0.0529,0.102,0.176,0.283
45,I Want It,"5,137,482",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",69,0.288,0.638,-6.935,0.0779,0.133,0.14,0.147
56,Ransom,"5,097,394",Lil Tecca,4022792,"['melodic rap', 'rap', 'trap']",80,0.745,0.642,-6.257,0.287,0.0204,0.0658,0.226
49,Diosa,"4,868,180",Myke Towers,6161098,['trap latino'],74,0.801,0.745,-3.733,0.063,0.398,0.153,0.245
169,Never Know (feat. SHIRIN DAVID),"4,803,071",Luciano,942380,"['german drill', 'german hip hop']",60,0.874,0.542,-7.064,0.344,0.0621,0.181,0.481
5,La Difícil,"4,727,554",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",78,0.685,0.848,-4.561,0.0858,0.0861,0.0783,0.761
20,TROLLZ (with Nicki Minaj),"4,700,152",6ix9ine,6514102,"['emo rap', 'rap']",65,0.744,0.422,-8.946,0.294,0.0319,0.11,0.493
44,Old Town Road - Remix,"4,643,817","Lil Nas X, Billy Ray Cyrus",5488666,"['lgbtq+ hip hop', 'pop rap']",81,0.878,0.619,-5.56,0.102,0.0533,0.113,0.639
67,The Adventures of Moon Man & Slim Shady (with Eminem),"4,639,929",Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",67,0.88,0.787,-5.189,0.118,0.226,0.12,0.588
25,China,"4,627,026","Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",77,0.786,0.808,-3.702,0.0882,0.0846,0.0822,0.609
29,Hola - Remix,"4,617,726","Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",3600989,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",77,0.654,0.672,-5.98,0.311,0.471,0.0781,0.343
6,Ignorantes,"4,613,982","Bad Bunny, Sech",36177712,"['latin', 'reggaeton', 'trap latino']",74,0.85,0.536,-5.161,0.0599,0.267,0.0996,0.505
2,Yummy,"4,599,349",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",72,0.687,0.514,-6.612,0.0897,0.366,0.116,0.494
29,High Fashion (feat. Mustard),"4,592,772",Roddy Ricch,6608815,"['melodic rap', 'rap', 'trap']",77,0.831,0.499,-8.442,0.114,0.269,0.3,0.511
69,Like That (feat. Gucci Mane),"4,565,377",Doja Cat,8671649,"['dance pop', 'pop']",77,0.879,0.498,-6.027,0.18,0.239,0.0967,0.405
132,Goodbyes (feat. Young Thug),"4,527,742",Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",78,0.548,0.653,-3.875,0.081,0.456,0.103,0.163
23,BOP,"4,496,450",DaBaby,7601122,"['north carolina hip hop', 'rap']",80,0.769,0.787,-3.909,0.367,0.189,0.129,0.836
21,Sigues Con El,"4,485,060","Dímelo Flow, Arcangel, Sech",231580,"['latin', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",75,0.883,0.668,-2.957,0.113,0.11,0.0734,0.676
78,Anxiety - Intro,"8,449,557",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",60,0.307,0.528,-11.337,0.108,0.972,0.222,0.58
112,Juice WRLD Speaks From Heaven - Outro,"6,682,917",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",59,0.392,0.373,-14.097,0.0968,0.991,0.545,0.519
113,"The Man, The Myth, The Legend - Interlude","6,640,728",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",58,0.667,0.447,-14.625,0.761,0.916,0.612,0.829
129,Tiefschwarz (feat. Samra),"5,867,111",Kontra K,1818624,"['christlicher rap', 'german hip hop']",62,0.751,0.783,-5.926,0.22,0.0715,0.114,0.379
57,Wash Us In The Blood,"5,586,085","Kanye West, Travis Scott",14624703,"['chicago rap', 'rap']",64,0.67,0.847,-4.85,0.409,0.184,0.304,0.381
53,Gangstas,"5,104,422",Pop Smoke,6852509,['brooklyn drill'],71,0.548,0.506,-7.434,0.102,0.203,0.0788,0.557
164,Monster,"5,030,481",Red Velvet - IRENE & SEULGI,383695,['k-pop'],70,0.631,0.748,-2.569,0.0488,0.212,0.537,0.351
139,YAYA,"4,729,070",6ix9ine,6514102,"['emo rap', 'rap']",60,0.672,0.733,-5.377,0.0566,0.00289,0.199,0.354
174,Narcos,"4,633,313",Anuel AA,18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",68,0.614,0.746,-3.527,0.196,0.347,0.0874,0.601
105,This City,"4,597,406",Sam Fischer,122883,"['alt z', 'australian pop', 'dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'uk pop']",80,0.605,0.377,-6.213,0.0443,0.733,0.0808,0.519
64,Make It Rain (feat. Rowdy Rebel),"4,594,248",Pop Smoke,6852509,['brooklyn drill'],62,0.5,0.767,-4.105,0.403,0.162,0.385,0.58
46,Lalala,"4,541,965","Y2K, bbno$",268766,['pop rap'],77,0.843,0.39,-7.899,0.0846,0.178,0.137,0.495
79,Something Special,"4,535,580",Pop Smoke,6852509,['brooklyn drill'],72,0.739,0.616,-6.963,0.0338,0.252,0.101,0.654
58,Aim For The Moon (feat. Quavo),"9,011,502",Pop Smoke,6852509,['brooklyn drill'],67,0.713,0.605,-7.487,0.107,0.497,0.115,0.432
63,44 BullDog,"8,443,771",Pop Smoke,6852509,['brooklyn drill'],66,0.8,0.564,-5.817,0.4,0.0287,0.112,0.318
88,Creature (feat. Swae Lee),"7,308,690",Pop Smoke,6852509,['brooklyn drill'],66,0.794,0.717,-5.73,0.251,0.0511,0.195,0.372
95,Yea Yea,"7,112,419",Pop Smoke,6852509,['brooklyn drill'],63,0.717,0.474,-8.383,0.403,0.0509,0.139,0.448
100,Enjoy Yourself (feat. Karol G),"6,620,040",Pop Smoke,6852509,['brooklyn drill'],70,0.764,0.676,-6.761,0.0927,0.389,0.215,0.461
114,Bad Bitch From Tokyo (Intro),"6,144,736",Pop Smoke,6852509,['brooklyn drill'],59,0.645,0.64,-6.871,0.179,0.395,0.286,0.674
117,Snitching (feat. Quavo & Future),"6,102,253",Pop Smoke,6852509,['brooklyn drill'],59,0.944,0.579,-4.961,0.191,0.0381,0.253,0.769
121,West Coast Shit (feat. Tyga & Quavo),"5,931,242",Pop Smoke,6852509,['brooklyn drill'],61,0.831,0.762,-5.656,0.207,0.0885,0.107,0.495
72,Deep End Freestyle,"5,280,810","Sleepy Hallow, Fousheé",411262,"['brooklyn drill', 'nyc rap']",72,0.868,0.479,-6.687,0.445,0.703,0.102,0.776
56,Tommy Lee (feat. Post Malone),"5,031,845",Tyla Yaweh,359133,"['cali rap', 'melodic rap', 'pop rap', 'rap', 'trap']",73,0.457,0.621,-5.923,0.138,0.218,0.0944,0.634
158,Tunnel Vision (Outro),"4,907,751",Pop Smoke,6852509,['brooklyn drill'],60,0.718,0.66,-7.39,0.325,0.363,0.159,0.659
7,Si Veo a Tu Mamá,"4,638,728",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",80,0.9,0.603,-5.313,0.0646,0.402,0.134,0.824
177,Prospect (ft. Lil Baby),"4,571,916",iann dior,1276292,"['melodic rap', 'pop rap']",68,0.816,0.579,-6.097,0.0867,0.203,0.127,0.43
55,No Me Conoce - Remix,"4,501,188","Jhay Cortez, J Balvin, Bad Bunny",2435159,"['latin', 'reggaeton', 'trap latino']",77,0.806,0.786,-3.831,0.0741,0.145,0.0935,0.58
189,El Manual,"4,470,597",Anuel AA,18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",67,0.843,0.845,-2.344,0.0503,0.35,0.0527,0.898
181,Thunder,"4,468,668",Imagine Dragons,35299488,"['modern rock', 'pop', 'rock']",83,0.605,0.822,-4.833,0.0438,0.00671,0.147,0.288
158,El Efecto - Remix,"4,433,384","Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",6096559,"['puerto rican pop', 'trap latino']",73,0.771,0.769,-3.504,0.0694,0.18,0.345,0.931
122,Better Now,"4,431,571",Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",81,0.68,0.578,-5.804,0.04,0.331,0.135,0.341
185,Don't Stop Believin',"4,394,985",Journey,3731820,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",81,0.5,0.748,-9.072,0.0363,0.127,0.447,0.514
90,BLACK PARADE,"5,474,807",Beyoncé,28335112,"['dance pop', 'pop', 'post-teen pop', 'r&b']",61,0.824,0.555,-5.817,0.05,0.00337,0.217,0.0611
123,XXL,"5,415,994","Miksu / Macloud, Summer Cem, Luciano, Jamule",30683,['german hip hop'],64,0.798,0.527,-7.671,0.0447,0.227,0.108,0.548
70,Salt,"4,874,960",Ava Max,1251372,[],1,0.693,0.835,-3.242,0.0624,0.131,0.073,0.744
52,Daisies,"4,838,067",Katy Perry,18936929,"['dance pop', 'pop', 'post-teen pop']",68,0.639,0.546,-5.382,0.0407,0.0837,0.122,0.149
142,Emotionally Scarred,"4,633,237",Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",71,0.585,0.641,-4.269,0.133,0.0286,0.316,0.266
32,Myron,"4,593,309",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",76,0.771,0.654,-6.976,0.298,0.055,0.214,0.573
67,MORE & MORE,"4,592,745",TWICE,9998991,"['k-pop', 'k-pop girl group']",70,0.739,0.841,-4.162,0.06,0.0312,0.173,0.562
166,Girls in the Hood,"4,577,209",Megan Thee Stallion,4794212,"['houston rap', 'pop', 'pop rap', 'trap queen']",72,0.821,0.863,-3.159,0.353,0.00824,0.0377,0.874
169,Parasite Eve,"4,545,883",Bring Me The Horizon,3912138,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",67,0.589,0.797,-5.464,0.15,0.0289,0.383,0.232
78,Sucker,"4,543,863",Jonas Brothers,5436999,"['boy band', 'dance pop', 'pop', 'post-teen pop']",81,0.842,0.734,-5.065,0.0588,0.0427,0.106,0.952
147,I Like Me Better,"4,430,642",Lauv,4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",82,0.752,0.505,-7.621,0.253,0.535,0.104,0.419
116,High Hopes,"4,426,791",Panic! At The Disco,10850424,['modern rock'],81,0.579,0.904,-2.729,0.0618,0.193,0.064,0.681
88,Money In The Grave (Drake ft. Rick Ross),"4,403,348",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",78,0.831,0.502,-4.045,0.046,0.101,0.122,0.101
25,Say So (feat. Nicki Minaj),"4,385,148",Doja Cat,8671649,"['dance pop', 'pop']",69,0.856,0.641,-4.64,0.204,0.119,0.427,0.745
189,Karaoke,"4,374,448","Boomdabash, Alessandra Amoroso",1251372,[],0,0.929,0.625,-5.728,0.14,0.289,0.386,0.578
36,Know Your Worth,"4,374,392","Khalid, Disclosure",14190858,['pop'],76,0.79,0.694,-7.726,0.0708,0.145,0.281,0.508
26,No Idea,"4,369,849",Don Toliver,1606884,"['rap', 'trap']",80,0.652,0.631,-5.718,0.0893,0.524,0.165,0.35
145,Airwaves,"4,352,767",Pashanim,208926,"['german alternative rap', 'german drill', 'german hip hop', 'german trap']",71,0.885,0.578,-7.416,0.0783,0.0739,0.102,0.388
196,Kill This Love,"4,341,050",BLACKPINK,23848461,"['k-pop', 'k-pop girl group']",76,0.763,0.835,-5.234,0.191,0.323,0.225,0.645
68,Lights Up,"4,325,411",Harry Styles,16127908,"['pop', 'post-teen pop']",75,0.575,0.621,-8.165,0.032,0.0392,0.141,0.27
14,Lose You To Love Me,"4,322,088",Selena Gomez,28931149,"['dance pop', 'pop', 'post-teen pop']",81,0.488,0.343,-8.985,0.0436,0.556,0.21,0.0978
94,Girls Like You (feat. Cardi B),"4,318,772",Maroon 5,32279979,"['pop', 'pop rock']",66,0.851,0.541,-6.825,0.0505,0.568,0.13,0.448
47,PA' ROMPERLA,"4,312,675","Bad Bunny, Don Omar",36177712,"['latin', 'reggaeton', 'trap latino']",72,0.772,0.83,-5.019,0.0599,0.016,0.0843,0.697
83,VACATION,"6,883,487",Tyga,6298789,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",51,0.821,0.61,-6.22,0.0959,0.0247,0.185,0.47
