Highest Charting Position,Song Name,Streams,Artist,Artist Followers,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence
124,Sweet Melody,"5,201,322",Little Mix,9398941,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",73,0.448,0.824,-4.249,0.057,0.0739,0.113,0.419
144,Blueberry Eyes (feat. SUGA of BTS),"5,158,896",MAX,689627,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'viral pop']",72,0.746,0.611,-7.034,0.101,0.454,0.133,0.411
168,That’s It,"5,151,014","Future, Lil Uzi Vert",10491105,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",64,0.94,0.532,-5.998,0.358,0.12,0.0925,0.599
157,Promiscuous,"5,083,648","Nelly Furtado, Timbaland",2688557,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap']",82,0.808,0.97,-6.098,0.0506,0.0569,0.154,0.868
22,GREECE (feat. Drake),"5,043,665",DJ Khaled,6281829,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",77,0.695,0.343,-10.798,0.0432,0.0743,0.107,0.229
25,just like magic,"4,980,571",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",69,0.719,0.607,-5.156,0.165,0.08,0.125,0.464
53,Still Don't Know My Name,"4,926,802",Labrinth,1685215,"['indie poptimism', 'pop']",80,0.316,0.63,-5.963,0.117,0.471,0.205,0.313
32,Hasta Que Dios Diga,"4,899,099","Anuel AA, Bad Bunny",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",76,0.691,0.765,-4.727,0.111,0.464,0.203,0.855
102,Get You The Moon (feat. Snøw),"4,872,409",Kina,661863,['sad rap'],82,0.498,0.235,-16.541,0.188,0.72,0.144,0.0895
162,Moonwalking in Calabasas (feat. Blueface) - Remix,"4,863,053",DDG,486194,"['rap', 'trap']",74,0.928,0.341,-10.196,0.103,0.0614,0.162,0.745
29,Forever After All,"4,746,415",Luke Combs,5371000,['contemporary country'],80,0.487,0.65,-5.195,0.0253,0.191,0.0933,0.456
76,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","4,739,241","Super Yei, Jone Quest", , , , , , , , , , 
156,SLOW DANCING IN THE DARK,"4,732,343",Joji,4759367,"['alternative r&b', 'viral pop']",82,0.515,0.479,-7.458,0.0261,0.544,0.191,0.284
92,Don Don,"4,731,423","Daddy Yankee, Anuel AA, Kendo Kaponi",23936368,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",69,0.838,0.819,-4.681,0.211,0.285,0.224,0.656
5,my future,"4,721,082",Billie Eilish,47061119,"['electropop', 'pop']",80,0.456,0.285,-10.755,0.0979,0.814,0.307,0.0809
163,Nada,"4,713,873","Cali Y El Dandee, Danna Paola",3152313,"['champeta', 'colombian pop', 'electro latino', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",76,0.684,0.808,-2.737,0.061,0.0518,0.0858,0.712
38,safety net (feat. Ty Dolla $ign),"5,798,744",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",70,0.552,0.599,-5.75,0.0404,0.0703,0.0986,0.0916
31,shut up,"5,282,490",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",63,0.499,0.462,-5.308,0.0312,0.801,0.0946,0.599
42,nasty,"5,249,342",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",69,0.772,0.506,-6.558,0.139,0.0814,0.182,0.456
168,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),"5,226,940",The Kid LAROI,2238190,['australian hip hop'],76,0.779,0.642,-6.321,0.116,0.0383,0.2,0.388
49,Ayer Me Llamó Mi Ex (feat. Lenny Santos),"5,220,504",KHEA,3198705,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']",71,0.752,0.716,-5.2,0.0325,0.254,0.243,0.553
119,Madrid (feat. Myke Towers),"5,064,484",Maluma,26784251,"['latin', 'reggaeton', 'reggaeton colombiano']",73,0.764,0.741,-3.617,0.101,0.239,0.107,0.802
85,Caramelo - Remix,"5,033,798","Ozuna, KAROL G, Myke Towers",29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",72,0.754,0.796,-3.743,0.139,0.062,0.204,0.62
25,Mr. Right Now (feat. Drake),"4,951,481","21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",75,0.647,0.667,-5.563,0.304,0.231,0.133,0.704
41,Got It On Me,"4,924,030",Pop Smoke,6852509,['brooklyn drill'],78,0.688,0.647,-7.258,0.19,0.00815,0.095,0.195
49,my hair,"4,896,521",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",66,0.686,0.526,-6.842,0.0374,0.0815,0.144,0.372
59,obvious,"4,865,084",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",65,0.624,0.672,-5.334,0.106,0.0967,0.155,0.26
30,Beautiful People (feat. Khalid),"4,813,796",Ed Sheeran,83337783,"['pop', 'uk pop']",79,0.64,0.648,-8.113,0.187,0.124,0.0802,0.548
29,Favorito,"4,787,127",Camilo,10580764,"['colombian pop', 'reggaeton colombiano']",73,0.611,0.851,-2.982,0.0598,0.229,0.232,0.823
42,After Party,"4,784,580",Don Toliver,1606884,"['rap', 'trap']",80,0.629,0.692,-8.045,0.0376,0.00981,0.603,0.453
14,Rojo,"4,773,792",J Balvin,1251372,[],0,0.652,0.595,-4.04,0.117,0.15,0.0836,0.421
51,six thirty,"10,941,573",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",63,0.739,0.516,-7.154,0.0539,0.67,0.151,0.434
65,love language,"9,399,230",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",62,0.688,0.573,-5.03,0.208,0.0686,0.0749,0.553
66,west side,"9,397,167",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",62,0.688,0.455,-8.632,0.199,0.186,0.0794,0.557
146,Thriller,"5,605,234",Michael Jackson,19345579,"['pop', 'r&b', 'soul']",68,0.764,0.887,-3.726,0.0744,0.0816,0.847,0.72
105,Dancing With A Stranger (with Normani),"5,229,835",Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",78,0.741,0.52,-7.513,0.0656,0.45,0.222,0.347
91,Angeklagt,"5,226,264",Bonez MC,1683006,"['german hip hop', 'hamburg hip hop']",60,0.658,0.624,-9.155,0.0915,0.171,0.116,0.314
176,Kids Again,"5,103,194",Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",62,0.666,0.726,-2.998,0.0262,0.486,0.0892,0.468
179,Highway to Hell,"5,096,618",AC/DC,20110171,"['australian rock', 'hard rock', 'rock']",83,0.574,0.913,-4.793,0.133,0.061,0.156,0.423
38,Me Gusta (with Cardi B & Myke Towers),"4,914,412",Anitta,10741972,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",72,0.91,0.604,-4.392,0.082,0.448,0.0863,0.807
133,24 (feat. Lil Baby),"4,904,772",Money Man,345027,"['memphis hip hop', 'rap', 'southern hip hop', 'trap']",74,0.868,0.638,-7.746,0.0736,0.146,0.0931,0.459
23,Relación,"4,825,749",Sech,8766508,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",80,0.793,0.771,-3.417,0.0959,0.0337,0.284,0.835
14,FRANCHISE (feat. Young Thug & M.I.A.),"4,821,213",Travis Scott,17732077,"['rap', 'slap house']",74,0.835,0.699,-5.405,0.277,0.00671,0.195,0.547
11,Bet You Wanna (feat. Cardi B),"6,846,771",BLACKPINK,23848461,"['k-pop', 'k-pop girl group']",67,0.653,0.662,-6.168,0.162,0.00465,0.0626,0.674
82,Wolves (feat. Post Malone),"5,547,002",Big Sean,8673345,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",79,0.724,0.675,-5.267,0.0867,0.0978,0.351,0.325
88,"thank u, next","5,079,328",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",82,0.717,0.653,-5.634,0.0658,0.229,0.101,0.412
19,MAMACITA,"5,016,343","Black Eyed Peas, Ozuna, J. Rey Soul",5966748,"['dance pop', 'pop', 'pop rap']",74,0.894,0.635,-6.929,0.0473,0.193,0.0823,0.428
137,Fake,"5,010,179","Lauv, Conan Gray",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",73,0.703,0.657,-5.363,0.0783,0.139,0.093,0.455
56,OK Not To Be OK,"4,980,744","Marshmello, Demi Lovato",1251372,[],0,0.743,0.837,-5.025,0.0649,0.0172,0.0743,0.263
1,THE SCOTTS,"4,941,592","THE SCOTTS, Travis Scott, Kid Cudi",179193,['pop rap'],79,0.716,0.537,-7.648,0.0514,0.233,0.157,0.28
37,Mamichula - con Nicki Nicole,"4,817,969","Trueno, Bizarrap, Taiu, TATOOL",2172969,"['argentine hip hop', 'trap argentino', 'trap latino']",75,0.696,0.678,-5.893,0.0735,0.582,0.134,0.346
172,Let Her Go,"4,765,198",Passenger,2819406,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",75,0.479,0.545,-7.346,0.0688,0.365,0.0963,0.243
26,Play Date,"4,745,568",Melanie Martinez,10925614,"['alt z', 'electropop', 'modern rock', 'pop']",80,0.68,0.729,-5.077,0.0475,0.612,0.224,0.446
32,Lose Somebody,"4,709,053","Kygo, OneRepublic",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",75,0.58,0.586,-6.883,0.0357,0.344,0.0755,0.507
197,Someone Like You,"4,703,672",Adele,28335338,"['british soul', 'pop', 'pop soul', 'uk pop']",77,0.556,0.319,-8.251,0.0281,0.893,0.0996,0.294
73,It's You,"4,674,658",Ali Gatie,1758300,"['canadian hip hop', 'pop']",81,0.732,0.463,-6.972,0.0287,0.374,0.194,0.397
68,Stunnin' (feat. Harm Franklin),"5,183,246",Curtis Waters,68875,[],68,0.885,0.685,-6.429,0.0627,0.33,0.148,0.937
35,Love To Hate Me,"5,125,708",BLACKPINK,23848461,"['k-pop', 'k-pop girl group']",69,0.686,0.64,-5.491,0.159,0.0334,0.0801,0.597
165,Hate The Way (feat. blackbear),"5,116,071",G-Eazy,4894656,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",68,0.569,0.865,-3.844,0.266,0.0673,0.312,0.361
89,Bande organisée,"5,112,572","13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",249910,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",72,0.901,0.939,-2.762,0.274,0.117,0.0643,0.805
32,Crazy Over You,"5,056,387",BLACKPINK,23848461,"['k-pop', 'k-pop girl group']",68,0.804,0.633,-6.186,0.0612,0.0371,0.102,0.67
109,"Baby, I'm Jealous (feat. Doja Cat)","4,870,203",Bebe Rexha,6569150,"['dance pop', 'electropop', 'pop', 'post-teen pop']",69,0.737,0.867,-2.259,0.0458,0.0398,0.32,0.506
15,TKN (feat. Travis Scott),"4,752,289",ROSALÍA,4769627,['r&b en espanol'],75,0.776,0.509,-6.266,0.467,0.192,0.115,0.485
135,El Mismo Aire - con Pablo Alborán,"4,705,484",Camilo,10580764,"['colombian pop', 'reggaeton colombiano']",75,0.483,0.492,-6.591,0.295,0.603,0.323,0.66
18,Yo Perreo Sola,"4,680,447",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",78,0.86,0.758,-5.16,0.0695,0.021,0.344,0.453
192,Let Me Love You Like A Woman,"4,665,053",Lana Del Rey,13697048,"['art pop', 'pop']",67,0.303,0.249,-11.715,0.111,0.97,0.117,0.131
69,DOLLAZ ON MY HEAD (feat. Young Thug),"4,652,712",Gunna,3337982,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",76,0.825,0.458,-7.47,0.0577,0.114,0.102,0.161
54,Elegí (feat. Dímelo Flow),"4,607,003","Rauw Alejandro, Dalex, Lenny Tavárez",6096559,"['puerto rican pop', 'trap latino']",75,0.824,0.631,-2.791,0.0809,0.237,0.0531,0.678
77,July,"4,598,766",Noah Cyrus,891555,"['alt z', 'dance pop', 'pop', 'post-teen pop']",81,0.708,0.186,-8.953,0.042,0.868,0.0779,0.322
93,Bruises,"4,560,503",Lewis Capaldi,8388838,"['pop', 'uk pop']",80,0.736,0.308,-7.83,0.0677,0.946,0.186,0.361
46,You Never Know,"5,304,382",BLACKPINK,23848461,"['k-pop', 'k-pop girl group']",54,0.535,0.434,-5.768,0.0505,0.405,0.253,0.271
12,Supalonely,"5,089,970","BENEE, Gus Dapperton",638337,"['alt z', 'nz pop', 'pop']",77,0.863,0.631,-4.689,0.0534,0.305,0.123,0.817
53,Glock In My Lap,"4,947,593","21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",69,0.847,0.733,-6.439,0.16,0.00574,0.151,0.202
49,Better,"4,933,462",ZAYN,16655692,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",68,0.637,0.418,-7.137,0.301,0.353,0.131,0.0807
59,forget me too (feat. Halsey),"4,751,756",Machine Gun Kelly,3868320,"['ohio hip hop', 'pop rap']",78,0.654,0.875,-4.845,0.0744,0.000417,0.194,0.522
110,Oh Juliana,"4,751,064",Niack,352402,['funk carioca'],66,0.799,0.568,-3.089,0.25,0.387,0.0892,0.963
81,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","4,727,923","Feid, J Balvin, Justin Quiles",613348,"['colombian pop', 'latin', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino']",70,0.793,0.737,-4.731,0.0785,0.0765,0.0747,0.697
108,No Guidance (feat. Drake),"4,641,393",Chris Brown,14073083,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",80,0.696,0.454,-6.756,0.153,0.123,0.155,0.136
65,Rich Nigga Shit (feat. Young Thug),"9,129,562","21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",73,0.825,0.733,-5.625,0.0969,0.349,0.112,0.62
68,Many Men,"8,675,173","21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",65,0.635,0.793,-4.333,0.0322,0.000647,0.113,0.281
77,Slidin,"8,243,488","21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",64,0.774,0.706,-6.494,0.355,0.00163,0.104,0.382
84,Outta Time (feat. Drake),"7,762,934",Bryson Tiller,5019909,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']",68,0.714,0.582,-7.272,0.0808,0.0129,0.0774,0.338
131,My Dawg,"6,029,118","21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",60,0.831,0.532,-5.319,0.301,0.0652,0.464,0.364
138,Snitches & Rats (feat. Young Nudy),"5,846,760","21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",57,0.821,0.671,-5.893,0.18,0.00843,0.0972,0.494
139,Brand New Draco,"5,841,110","21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",63,0.697,0.709,-6.642,0.298,0.041,0.0886,0.439
153,Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],"5,550,390",Internet Money,412466,"['pop rap', 'rap', 'trap']",69,0.832,0.549,-8.259,0.0602,0.168,0.11,0.384
77,Your Man,"5,233,336",Joji,4759367,"['alternative r&b', 'viral pop']",68,0.785,0.818,-8.711,0.099,0.624,0.149,0.0503
179,No Opp Left Behind,"5,154,955","21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",61,0.823,0.703,-2.691,0.298,0.0161,0.294,0.26
106,Lets Link,"5,109,038",WhoHeem,25417,['viral rap'],61,0.839,0.683,-9.232,0.165,0.00667,0.241,0.522
190,RIP Luv,"4,915,080","21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",62,0.63,0.399,-9.869,0.178,0.105,0.234,0.0657
197,Steppin On Niggas,"4,853,661","21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",57,0.849,0.635,-4.068,0.254,0.000608,0.062,0.798
58,Gimme Love,"7,471,309",Joji,4759367,"['alternative r&b', 'viral pop']",69,0.482,0.631,-6.917,0.0986,0.696,0.209,0.0743
97,Ew,"6,936,305",Joji,4759367,"['alternative r&b', 'viral pop']",67,0.48,0.373,-9.297,0.0278,0.804,0.12,0.0376
99,Daylight,"6,819,838","Joji, Diplo",4759367,"['alternative r&b', 'viral pop']",72,0.528,0.749,-7.571,0.0479,0.00488,0.0949,0.729
116,Epidemic,"6,292,620",Polo G,4849204,['chicago rap'],71,0.616,0.617,-8.431,0.52,0.128,0.177,0.476
123,bloody valentine,"6,032,935",Machine Gun Kelly,3868320,"['ohio hip hop', 'pop rap']",77,0.533,0.858,-4.212,0.0766,0.00021,0.148,0.506
126,MODUS,"6,013,371",Joji,4759367,"['alternative r&b', 'viral pop']",66,0.738,0.533,-7.617,0.0492,0.183,0.115,0.262
145,Tick Tock,"5,547,939",Joji,4759367,"['alternative r&b', 'viral pop']",65,0.781,0.613,-5.582,0.0524,0.0399,0.0976,0.613
151,Sanctuary,"5,482,390",Joji,4759367,"['alternative r&b', 'viral pop']",69,0.552,0.65,-7.199,0.128,0.422,0.372,0.316
112,feel something,"5,463,424",Bea Miller,2396662,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'modern rock', 'pop', 'pop rap', 'post-teen pop', 'talent show']",75,0.74,0.415,-8.914,0.0707,0.242,0.319,0.156
86,Tap In,"5,220,309",Saweetie,1255573,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",73,0.954,0.696,-7.117,0.204,0.00576,0.0754,0.432
171,Pretty Boy (feat. Lil Yachty),"5,141,212",Joji,4759367,"['alternative r&b', 'viral pop']",66,0.656,0.776,-6.184,0.0672,0.16,0.372,0.638
177,Afterthought,"4,977,405","Joji, BENEE",4759367,"['alternative r&b', 'viral pop']",67,0.668,0.547,-8.024,0.0353,0.398,0.0931,0.192
164,#NAME?,"4,964,708",Dalex, , , , , , , , , , 
24,Over Now (with The Weeknd),"4,867,620",Calvin Harris,21946934,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",72,0.612,0.884,-4.113,0.0454,0.0759,0.247,0.679
14,Hate The Other Side (with Marshmello & The Kid Laroi),"4,851,997","Juice WRLD, Polo G",19102888,"['chicago rap', 'melodic rap']",78,0.701,0.65,-6.313,0.104,0.291,0.112,0.647
188,drunk face,"4,834,258",Machine Gun Kelly,3868320,"['ohio hip hop', 'pop rap']",72,0.691,0.77,-4.578,0.0367,0.0282,0.497,0.344
76,Tak Tiki Tak,"4,761,286",Harry Nach,134339,"['trap chileno', 'trap latino']",71,0.801,0.579,-4.78,0.0813,0.333,0.172,0.231
26,WHATS POPPIN,"4,745,752",Jack Harlow,3828418,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",80,0.904,0.723,-5.224,0.26,0.0631,0.185,0.835
143,Money Trees,"4,632,724","Kendrick Lamar, Jay Rock",17931101,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",75,0.716,0.531,-7.355,0.122,0.0703,0.224,0.344
65,Blastoff (feat. Juice Wrld & Trippie Redd),"4,628,159","Internet Money, Diplo",412466,"['pop rap', 'rap', 'trap']",70,0.761,0.517,-6.916,0.0927,0.114,0.157,0.46
148,September,"5,329,256","Earth, Wind & Fire",3008916,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",80,0.697,0.832,-7.264,0.0298,0.168,0.269,0.979
64,Secrets,"5,178,107","Regard, RAYE",152237,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",78,0.848,0.768,-5.386,0.0373,0.0412,0.195,0.777
150,21,"5,151,406",Polo G,4849204,['chicago rap'],80,0.783,0.479,-10.646,0.541,0.149,0.101,0.533
158,BXL ZOO,"5,101,640","Damso, Hamza",3071170,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']",62,0.745,0.656,-6.829,0.203,0.0604,0.11,0.405
159,DEUX TOILES DE MER,"5,094,137",Damso,3071170,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']",62,0.521,0.39,-9.726,0.128,0.582,0.112,0.157
4,exile (feat. Bon Iver),"4,924,533",Taylor Swift,42227614,"['pop', 'post-teen pop']",77,0.298,0.38,-8.426,0.0287,0.778,0.11,0.152
10,Righteous,"4,819,362",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",78,0.706,0.625,-7.426,0.0314,0.0417,0.129,0.225
9,Conversations,"4,805,366",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",75,0.747,0.622,-5.825,0.0838,0.176,0.151,0.57
181,Dolly (with Lil Uzi Vert),"4,800,543",Lil Tecca,4022792,"['melodic rap', 'rap', 'trap']",63,0.664,0.586,-7.813,0.238,0.212,0.216,0.589
23,Chicago Freestyle (feat. Giveon),"4,799,038",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",80,0.735,0.449,-7.507,0.347,0.629,0.113,0.0397
4,GOOBA,"4,690,955",6ix9ine,6514102,"['emo rap', 'rap']",70,0.611,0.688,-5.688,0.341,0.0264,0.251,0.393
12,Physical,"4,599,807",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",77,0.647,0.844,-3.756,0.0457,0.0137,0.102,0.746
194,Hot Stuff,"4,569,978","Kygo, Donna Summer",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",71,0.681,0.773,-5.749,0.148,0.019,0.11,0.429
197,Who's Laughing Now,"4,526,982",Ava Max,3916979,"['dance pop', 'pop']",73,0.648,0.641,-5.521,0.0389,0.00565,0.109,0.505
91,Sweet but Psycho,"4,502,853",Ava Max,3916979,"['dance pop', 'pop']",81,0.72,0.706,-4.719,0.0473,0.0684,0.166,0.62
83,Del Mar,"5,698,099","Ozuna, Doja Cat, Sia",29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",79,0.759,0.636,-5.585,0.0369,0.0224,0.166,0.536
72,Hit Different,"5,049,863","SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",5888533,"['pop', 'pop rap', 'r&b']",74,0.679,0.516,-6.371,0.0452,0.199,0.0965,0.716
65,Nobody's Love,"4,957,966",Maroon 5,32279979,"['pop', 'pop rock']",73,0.485,0.567,-6.456,0.0388,0.316,0.0949,0.157
167,Máquina do Tempo,"4,938,139",Matuê,3263283,"['r&b brasileiro', 'rap cearense', 'trap brasileiro']",70,0.629,0.727,-4.387,0.0499,0.0647,0.138,0.132
112,Fuckst mich nur ab,"4,898,520",Bonez MC,1683006,"['german hip hop', 'hamburg hip hop']",63,0.817,0.468,-10.945,0.287,0.233,0.0905,0.237
122,Jangueo,"4,877,753","Alex Rose, Rafa Pabön",2168452,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",74,0.861,0.678,-4.157,0.0536,0.253,0.106,0.723
68,We Paid (feat. 42 Dugg),"4,776,686",Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",76,0.926,0.542,-5.064,0.293,0.135,0.0877,0.564
183,Ihr Hobby,"4,723,116","Bonez MC, Maxwell",1683006,"['german hip hop', 'hamburg hip hop']",59,0.774,0.814,-6.145,0.0584,0.204,0.118,0.254
150,When I Look At You,"4,652,583",Miley Cyrus,15778531,"['dance pop', 'pop', 'post-teen pop']",63,0.459,0.545,-4.874,0.0282,0.142,0.105,0.194
21,Boss Bitch,"4,620,838",Doja Cat,8671649,"['dance pop', 'pop']",81,0.707,0.955,-4.593,0.222,0.127,0.202,0.575
142,Ain't It Different (feat. AJ Tracey & Stormzy),"4,602,336",Headie One,328877,['uk hip hop'],69,0.767,0.569,-6.805,0.216,0.00988,0.109,0.524
75,Some Say - Felix Jaehn Remix,"4,598,325",Nea,38111,"['scandipop', 'swedish pop']",77,0.682,0.7,-5.591,0.0397,0.406,0.174,0.637
13,Savage Remix (feat. Beyoncé),"4,568,308","Beyoncé, Megan Thee Stallion",28335112,"['dance pop', 'pop', 'post-teen pop', 'r&b']",73,0.822,0.743,-4.772,0.28,0.016,0.127,0.636
115,Lithuania (feat. Travis Scott),"5,949,270",Big Sean,8673345,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",62,0.676,0.82,-5.217,0.0554,0.0493,0.615,0.618
157,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)","5,117,128",Saweetie,1255573,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",64,0.948,0.63,-7.011,0.219,0.00647,0.0737,0.425
91,Not Shy,"4,982,232",ITZY,2384076,['k-pop girl group'],73,0.776,0.911,-3.08,0.131,0.155,0.268,0.56
71,"The Plan - From the Motion Picture ""TENET""","4,876,238",Travis Scott,17732077,"['rap', 'slap house']",67,0.433,0.443,-10.568,0.0361,0.0922,0.117,0.0363
152,ADMV,"4,737,291",Maluma,26784251,"['latin', 'reggaeton', 'reggaeton colombiano']",72,0.565,0.39,-4.959,0.0556,0.817,0.126,0.708
122,Alane,"4,668,193","Robin Schulz, Wes",2786366,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",67,0.581,0.799,-6.66,0.164,0.0419,0.11,0.662
82,THE BADDEST,"4,642,057","K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",1245965,['k-pop girl group'],70,0.676,0.857,-4.368,0.0438,0.0215,0.254,0.717
112,Desce Pro Play (PA PA PA),"4,615,520","Mc Zaac, Anitta, Tyga",1555628,"['funk carioca', 'funk pop']",68,0.935,0.71,-5.085,0.158,0.0769,0.173,0.635
103,Mariposa,"4,593,366",Peach Tree Rascals,177972,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop']",76,0.676,0.525,-5.88,0.028,0.617,0.356,0.421
5,the 1,"4,587,573",Taylor Swift,42227614,"['pop', 'post-teen pop']",75,0.777,0.357,-6.942,0.0522,0.757,0.108,0.172
11,RITMO (Bad Boys For Life),"4,585,895","Black Eyed Peas, J Balvin",5966748,"['dance pop', 'pop', 'pop rap']",78,0.721,0.716,-7.037,0.0657,0.0334,0.237,0.667
134,Unterwegs,"4,572,706","KitschKrieg, Jamule, SFR",166517,"['german hip hop', 'german pop', 'hamburg hip hop']",68,0.88,0.607,-7.067,0.0777,0.195,0.15,0.823
86,What's Love Got to Do with It,"4,538,382","Kygo, Tina Turner",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",74,0.75,0.664,-5.908,0.154,0.275,0.0632,0.617
148,Cry About It Later,"5,306,994",Katy Perry,18936929,"['dance pop', 'pop', 'post-teen pop']",67,0.676,0.794,-4.78,0.0366,0.0513,0.0723,0.161
71,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,"4,624,448",Conkarah,67074,['jawaiian'],70,0.824,0.854,-5.312,0.177,0.016,0.117,0.896
185,Gifted (feat. Roddy Ricch),"4,609,169",Cordae,1492551,"['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",65,0.653,0.603,-5.697,0.171,0.175,0.18,0.551
27,OUT WEST (feat. Young Thug),"4,597,001","JACKBOYS, Travis Scott",437907,"['rap', 'trap']",82,0.802,0.591,-4.895,0.225,0.0104,0.196,0.309
